,0,1,2,3,4
0,8.73103448275862,9.89080459770115,8.418103448275863,7.214285714285715,10.296296296296296
1,4.684729064039409,5.418518518518519,5.642857142857144,6.185185185185186,5.278416347381865
2,5.310344827586208,9.452380952380953,6.2032019704433505,7.9655172413793105,12.780952380952382
3,9.37192118226601,7.259770114942528,9.96551724137931,9.877011494252873,7.487356321839081
4,7.256321839080459,5.314942528735632,9.998850574712645,10.483908045977012,7.5022988505747135
5,6.066666666666667,8.159770114942528,3.233333333333333,11.89425287356322,4.9528735632183905
6,4.766666666666666,4.066666666666666,13.73448275862069,5.411494252873562,8.671264367816093
7,6.101149425287355,5.3919540229885055,11.470114942528737,4.554022988505747,9.288505747126438
8,4.6000000000000005,5.602298850574712,18.233333333333334,9.242528735632185,9.377011494252875
9,7.033333333333333,9.701149425287358,5.478160919540229,4.580459770114943,15.066666666666666
