,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.8626206896551725,0.8318322981366459,0.8574999999999999,0.8332905982905983,0.8333597883597883,0.8553571428571429,0.8478571428571429,0.8455357142857143,0.8269692307692308,0.8469241379310345,0.8490821256038648,0.8373569023569023,0.8579454022988505,0.8355092592592592,0.8243452380952381,0.8568956043956044,0.8581,0.8475259259259259,0.8353481481481482,0.8446949602122016
1,0.8889655172413793,0.8755172413793103,0.8817857142857143,0.8724014778325123,0.8644088669950738,0.8874329501915709,0.8804310344827586,0.877204433497537,0.8591187739463602,0.8606296296296296,0.8927339901477833,0.8810467980295567,0.8812260536398467,0.8628571428571429,0.8485591133004926,0.8925246305418719,0.879039408866995,0.8874285714285715,0.8604086845466156,0.8573029556650247
2,0.8878174603174603,0.8785714285714286,0.8596428571428572,0.870191570881226,0.8696934865900383,0.8913095238095238,0.8756318681318681,0.8722222222222222,0.8755300127713921,0.8704926108374385,0.8774725274725275,0.8744061302681992,0.8653448275862069,0.8858333333333334,0.8760238095238095,0.9024014778325123,0.8692857142857143,0.879948717948718,0.872820197044335,0.8609961685823755
3,0.8839463601532567,0.8668333333333333,0.8870714285714285,0.8543724137931035,0.8531538461538462,0.8823862068965518,0.8770159151193634,0.8765608465608465,0.8733687002652519,0.8522068965517241,0.8812637362637362,0.8787228607918263,0.8677442528735633,0.8618037135278515,0.8580494505494505,0.8706641123882503,0.8660185185185185,0.8711538461538462,0.8730371352785146,0.860053050397878
4,0.8875369458128078,0.8807407407407408,0.8790147783251232,0.863367816091954,0.87,0.8826781609195402,0.8960370370370371,0.8806896551724137,0.8636923076923078,0.8710591133004926,0.8766283524904215,0.8704086845466156,0.8750319284802044,0.8682758620689655,0.8770256410256411,0.8798339719029374,0.8707142857142858,0.8928571428571428,0.8604433497536945,0.8682758620689655
5,0.8953448275862069,0.8790384615384615,0.8795358090185676,0.8648280423280423,0.8618263090676883,0.8864588859416446,0.8808068783068783,0.877830459770115,0.8639080459770114,0.8591402116402116,0.8903835978835979,0.873048433048433,0.8892857142857142,0.8597751322751322,0.8592285714285715,0.8971957671957672,0.8675,0.8871136653895275,0.8754661558109834,0.8646978021978022
6,0.891576354679803,0.8601857142857143,0.8731714285714286,0.8836737400530504,0.8683023872679045,0.8745962732919255,0.8538285714285714,0.8800638569604087,0.8563669950738917,0.8759416445623343,0.8962666666666667,0.8560827586206897,0.8751190476190476,0.8776148148148148,0.8599281609195403,0.9035676392572944,0.8835897435897436,0.8735714285714286,0.8725198938992043,0.8514550264550265
7,0.9057037037037037,0.8951862068965517,0.8882019704433497,0.875925925925926,0.855925925925926,0.9029365079365079,0.8865886699507389,0.8941379310344828,0.8813793103448275,0.8539285714285715,0.8996305418719212,0.8761111111111111,0.8910344827586206,0.8770424403183024,0.8738148148148148,0.8762666666666666,0.8829802955665025,0.8910467980295567,0.8580106100795756,0.8612599469496021
8,0.8963546798029556,0.8745443349753694,0.8964778325123153,0.8640357598978289,0.871884236453202,0.8904444444444445,0.8704047619047619,0.8791995073891625,0.8708201058201058,0.8802709359605911,0.8993103448275862,0.8782758620689656,0.8932389162561576,0.8675862068965517,0.8706896551724138,0.9083620689655172,0.8763423645320197,0.8895714285714286,0.8724776500638569,0.8739039408866995
9,0.9087619047619048,0.8891748768472907,0.8885952380952381,0.8715836526181353,0.8693103448275862,0.8998015873015873,0.8844827586206897,0.8855172413793103,0.8586822660098522,0.8539310344827586,0.8841379310344828,0.8795274584929758,0.8821428571428571,0.8622290640394088,0.8662962962962963,0.9040270935960592,0.879692118226601,0.8763888888888889,0.8588505747126437,0.8626231527093596
