,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,14.144285714285715,14.287142857142857,13.504310344827587,14.73809523809524,16.85989010989011,15.244285714285715,16.01049475262369,13.48152709359606,15.89285714285714,16.032763532763532,12.951058201058201,14.49404761904762,15.141428571428571,15.66962962962963,15.596816976127322
1,10.620689655172416,12.200265251989391,11.250000000000002,13.413793103448274,13.142857142857142,11.50985221674877,12.592857142857143,11.950738916256157,12.511111111111111,13.46305418719212,11.822477650063856,11.193333333333335,12.738726790450928,13.763925729442972,12.438095238095238
2,10.714285714285714,11.86923076923077,11.078571428571431,13.1521164021164,13.275862068965518,11.706896551724139,13.151979565772669,11.339901477832512,12.535714285714285,13.339719029374201,10.018518518518519,11.994871794871795,12.16710875331565,13.075596816976129,12.987684729064041
3,10.851282051282052,14.187739463601533,13.022068965517242,13.686896551724137,15.846896551724138,11.20879120879121,11.446896551724137,12.055702917771882,13.595490716180372,15.77197802197802,11.749999999999996,12.822751322751323,13.409655172413794,12.767560664112388,15.609195402298852
4,11.925287356321837,13.080049261083744,12.214854111405835,13.999999999999998,13.23015873015873,11.417624521072796,11.754761904761907,11.50714285714286,13.068965517241379,11.821428571428573,11.420329670329672,12.86462324393359,11.395913154533844,13.067733990147783,13.280952380952382
5,11.269841269841269,12.892857142857142,12.779100529100528,12.727832512315272,13.457215836526181,9.34065934065934,13.715099715099713,11.456043956043956,13.609890109890111,12.809706257982118,9.976600985221676,11.605925925925927,10.73872679045093,13.435714285714285,12.807881773399018
6,11.278416347381867,13.870026525198941,12.666666666666666,13.253315649867373,13.543956043956046,10.920424403183024,13.305555555555554,13.074074074074074,11.685676392572944,14.225274725274726,11.451034482758622,13.407407407407407,12.20899470899471,13.127320954907162,14.132625994694958
7,10.401021711366537,11.355911330049262,11.983516483516484,11.68837803320562,12.240147783251231,10.638461538461536,12.611034482758622,12.150793650793652,13.405172413793101,13.179045092838198,11.215714285714286,11.407407407407407,11.543956043956046,11.881226053639846,13.322660098522167
8,10.480295566502466,12.2183908045977,10.092592592592593,13.10344827586207,13.06896551724138,9.61941251596424,13.241379310344826,11.226600985221676,13.681992337164752,12.598522167487687,10.724137931034484,12.270935960591132,10.848148148148148,13.492975734355046,12.98152709359606
9,11.10344827586207,12.413793103448278,13.17241379310345,13.554761904761905,14.275862068965518,10.637037037037036,10.566666666666665,11.642857142857142,14.38620689655172,13.27586206896552,11.779556650246306,10.83095238095238,12.586206896551726,14.176190476190477,13.586206896551724
