,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8585571428571428,0.8571285714285715,0.8649568965517241,0.8526190476190476,0.8314010989010989,0.8475571428571429,0.8398950524737632,0.8651847290640394,0.8410714285714286,0.8396723646723647,0.870489417989418,0.8550595238095238,0.8485857142857143,0.8433037037037037,0.8440318302387267
1,0.8937931034482758,0.877997347480106,0.8875,0.8658620689655172,0.8685714285714285,0.8849014778325123,0.8740714285714286,0.8804926108374385,0.8748888888888888,0.8653694581280789,0.8817752234993614,0.8880666666666667,0.8726127320954907,0.8623607427055703,0.8756190476190476
2,0.8928571428571429,0.8813076923076923,0.8892142857142857,0.868478835978836,0.8672413793103448,0.8829310344827586,0.8684802043422734,0.8866009852216749,0.8746428571428572,0.866602809706258,0.8998148148148148,0.880051282051282,0.8783289124668435,0.8692440318302387,0.8701231527093596
3,0.8914871794871795,0.8581226053639847,0.8697793103448276,0.8631310344827586,0.8415310344827587,0.8879120879120879,0.8855310344827586,0.8794429708222812,0.8640450928381963,0.8422802197802198,0.8825000000000001,0.8717724867724868,0.8659034482758621,0.8723243933588761,0.8439080459770115
4,0.8807471264367817,0.8691995073891625,0.8778514588859416,0.86,0.8676984126984127,0.885823754789272,0.882452380952381,0.8849285714285714,0.8693103448275862,0.8817857142857143,0.8857967032967033,0.8713537675606641,0.8860408684546616,0.8693226600985222,0.8671904761904762
5,0.8873015873015873,0.8710714285714286,0.8722089947089947,0.8727216748768473,0.8654278416347382,0.9065934065934066,0.8628490028490029,0.8854395604395604,0.8639010989010989,0.8719029374201788,0.9002339901477833,0.8839407407407407,0.8926127320954907,0.8656428571428572,0.8719211822660098
6,0.8872158365261813,0.8612997347480106,0.8733333333333333,0.8674668435013263,0.8645604395604396,0.8907957559681697,0.8669444444444445,0.8692592592592593,0.8831432360742706,0.8577472527472527,0.8854896551724137,0.865925925925926,0.8779100529100529,0.8687267904509284,0.8586737400530504
7,0.8959897828863346,0.8864408866995074,0.8801648351648351,0.8831162196679438,0.8775985221674877,0.8936153846153847,0.8738896551724138,0.8784920634920634,0.865948275862069,0.868209549071618,0.8878428571428572,0.8859259259259259,0.8845604395604395,0.8811877394636015,0.8667733990147783
8,0.8951970443349754,0.877816091954023,0.899074074074074,0.8689655172413793,0.8693103448275862,0.9038058748403576,0.8675862068965517,0.8877339901477832,0.8631800766283525,0.8740147783251231,0.8927586206896552,0.8772906403940887,0.8915185185185185,0.8650702426564496,0.8701847290640394
9,0.8889655172413793,0.8758620689655172,0.8682758620689655,0.864452380952381,0.8572413793103448,0.8936296296296297,0.8943333333333333,0.8835714285714286,0.8561379310344828,0.8672413793103448,0.882204433497537,0.8916904761904763,0.8741379310344828,0.8582380952380952,0.8641379310344828
