,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.7509060950362578,1.8453792265536964,2.1166446596877373,2.1544978269579156,2.2602160593469627,1.942911382253157,1.933937227154265,1.9532204969709466,2.307095532464655,2.091014750563666,1.8155640103661896,1.983537142782636,2.066193494219638,2.305892764182519,2.1458140009921114,1.7570409262834945,1.850436719349967,1.9249078784841727,2.063914450054279,2.358009436961841,1.6871420197074343,2.0432879679978075,1.8455020343899116,2.1343639485852868,2.0130598622463456,1.6683877168380692,1.9076527702521577,2.046031999939087,2.160751947723717,1.9590533761989923,1.8785774639289856,1.9826534436559011,1.8919990497567958,2.113956538081604,1.9616846684206481,1.8555229815282335,2.09494193750957,1.830563264563471,2.1015136382945907,2.193809892433908,1.8440249623666034,1.9655916660776456,1.7397412575672875,1.9285577459396614,2.303325322155457,1.6518461127610924,1.932966406067143,1.8286819575371245,2.258345362720587,2.211107229739412
1,1.4309306152583743,1.725525479666957,1.7794573582676783,1.702580750755116,1.7753495704259974,1.3537211117354888,1.6247443610251822,1.6059491065096574,1.688939610170453,1.9726410419893103,1.344605216549128,1.5284422179394148,1.6124057421800284,1.7511860664530985,1.8221007163184377,1.321604738072359,1.5686748358856086,1.6610572269223933,1.750538566512264,2.0199893917684673,1.4163545074249413,1.6303501131747629,1.4034690732383492,1.9202864369671522,1.9065462046433475,1.4798267537918344,1.59703947267716,1.6059491065096576,1.6726803911220556,1.8905862292238342,1.5510376876353333,1.7326681453710084,1.5394284896875103,1.6871903203758714,1.943067460631588,1.6405304272585832,1.657351125926624,1.6776120450798468,1.8034754560421615,1.985183475778148,1.4977715499742303,1.8429030758972473,1.4953196065134648,2.068971468399249,1.93275853524323,1.5405847725564135,1.4951367854261242,1.5159728475871412,1.6415055074521243,1.7365523327047705
2,1.6170330603816816,1.728002354639552,1.6270741074752264,1.7542233490490613,1.887881761493778,1.3577630162010101,1.4859622808896455,1.7555903008404317,1.8606441210943345,1.9432135629415468,1.5240420209537047,1.6089333647058734,1.5914760163939414,1.8549296183114035,2.0565720760342683,1.6060054741765362,1.770650750891506,1.7266332347711177,1.8713053174089842,1.8764601762571944,1.4907777115925593,1.6428571428571428,1.7763342908430462,1.9127832066701604,1.9143863986788852,1.556437105854089,1.7994849142483786,1.5248917747021211,1.6917650444187695,1.7653926272185174,1.5462685737146744,1.7003049806580375,1.7894982444401086,1.8013625562716593,1.8798657569521902,1.6385922038234035,1.7030465754456923,1.8801869445627062,1.821126916881273,1.7414450660308953,1.4712775397824047,1.620291886743853,1.7116452116011174,1.9491736113011193,1.9212764389870758,1.4167336954602854,1.6355945593190926,1.8361424666241333,1.7127208190603647,1.8455554585788896
3,1.6320091884128227,1.7897472632391953,1.7374126794075815,1.9409772441744422,2.1716842521811857,1.499037604918534,1.8258258343089735,1.8448822559921283,1.9517226757640436,2.376141765986654,1.7230944608154806,2.1143992256327686,1.6241167144145818,1.9196085609697604,2.1704972388767194,1.6903525273346582,1.6962679926475823,1.5552850428863034,1.9555922535711545,2.139519904432012,1.8024720878115403,1.8267667648929569,1.8919406773798444,2.0072286646539976,2.184502083936134,1.791444856256626,1.87069857338554,1.8374664779532002,1.8822026258869473,2.1212582360857697,1.692193962926019,1.9997118140305823,1.7450708497423524,1.975703459534835,2.1693940116939743,1.765734907027178,1.8717911876713853,1.7097149919625385,1.7786940847832706,2.196401785650532,1.6533691948507274,1.8399221977838622,1.7573913497018925,2.0765644361090083,2.2257834176405593,1.593686541851697,1.9206185228212505,1.7381637298964208,1.988728448827963,2.231607359927348
4,1.5640337630108112,1.9893783111049053,1.7023393268304265,2.1481289909746035,1.7242003859201944,1.8294035485094022,1.7371980724307585,1.6425524639744213,1.933850798682418,1.7386550167295731,1.8347592912308217,1.778213681127102,1.6695125998279832,2.0921637378030105,1.8164188578178206,1.65093085573918,1.6610050489065538,1.876577784258317,1.8115981218531998,1.8340808478582344,1.804896966927611,1.6509411458869845,1.798576968652733,1.9688417136027858,2.0375361752522156,1.8146968566406934,1.8392600487027015,1.7825937853494636,1.8616002673924268,1.9417538884383125,1.642424028484241,1.7595178025315115,1.6983004209886163,2.1257705019021618,1.8298793349373883,1.8786756821714672,1.8975682612550329,1.5609390161838157,2.0269469447577606,1.886808830386821,1.6726985577368172,1.7510575261828862,1.569974074341455,2.011563391790453,1.942760800157142,1.5323399274097191,1.598389331619331,1.7103101903656737,1.730053877702393,1.9431649499401065
5,1.5551670331941154,1.7232873845740047,1.6903975849615254,1.9397790735914704,1.938045909640378,1.4382101155701932,1.853837232643886,1.757636399909183,1.6928965568094245,1.896094060024027,1.434738138259811,1.9696805426031139,1.6028214090844966,1.9350986436507773,2.203625893428669,1.4499030171065572,1.8245771106349715,1.6114683212126202,1.7909939785471682,2.091339923618452,1.4054339314546578,1.8296440002866061,1.5643167203053456,1.9571885453243725,2.1934847703481015,1.6177719150231966,1.6918415763106822,1.7500744844115106,2.0024685038509693,1.9878457214393923,1.4147391410922672,1.8839544307260072,1.6416922849473417,1.9737961030059377,2.1984684092546924,1.718748593438952,1.8830445658822554,1.6039651123489729,2.05451866352572,1.8405291809719302,1.6482577812101016,1.8808964428089676,1.7372000867894837,2.0765791876181794,2.049824387116939,1.6590768293279392,1.8226955651346617,1.534025487406893,1.850776629404681,2.117433507778685
6,1.5919649492802959,1.930115264331823,1.83685184251698,1.9235792530741078,1.9707901507853518,1.540188708526124,1.9492934355707412,1.7022498628207101,1.9200515853661617,1.8151910920388092,1.5256645325303697,1.8859372857420633,1.8414917422390722,1.8561698557028181,1.947329411459369,1.6931332852256151,2.1016682902386825,1.7749430189525919,1.9142044146953012,1.9091524604674515,1.752812963408268,1.8457000030852038,1.8695820493165347,1.9261879451393107,2.1194472185081366,1.5448602323106237,1.8886484996649868,1.7251086922278258,2.0087584458818593,1.9939321217439796,1.534883496210307,1.9902345954323997,1.9045294905238164,1.7718400857722925,1.9907285505123045,1.623115156366542,1.8181497485523934,1.960044251895287,1.7910820462113188,1.8995022832423736,1.6802574937955461,1.9980858186713377,1.8328739377096106,1.8785928540029933,1.8241075553225627,1.7567967104368434,2.0017567730187587,1.9630768285832918,1.8486602393609624,1.848679627639687
7,1.7108268432089673,1.7102348481739729,1.6614254465082468,1.763832719420389,2.0316770031765303,1.4251078064284177,1.8064302292205365,1.6751484856512247,1.865018125225602,2.097022089453396,1.6387088864878632,1.8972439190750927,1.6325897109675476,1.8379109612982036,1.9086122281458442,1.5957222628159549,1.8391999784054514,1.5650766507462368,1.5504497921000633,1.9805773380495937,1.505749756467809,1.5893944851512896,1.669799524695973,1.8968615798317523,1.9723858959262963,1.5890318506003025,1.8186552010914359,1.746515147869183,1.9724165397937334,1.9422747186224076,1.797454904911612,1.7696064609621496,1.6296596561368963,1.9522262375964332,1.861066450878932,1.6787119233983567,1.737700684785935,1.8093691411458777,1.67766369465702,1.9547106862548629,1.4940383642734925,1.7119630838672184,1.7253114408869843,1.8503697773032293,2.0885580370947774,1.6926896770263502,1.8125627155725117,1.6993396076243314,1.796904724073026,1.9082881821172166
8,1.4215491693277187,1.8764258410339225,1.6993995650751361,1.8248476587514129,1.9675573819540946,1.4408581306486998,1.6644285594110897,1.6868217205160068,1.6486698410833986,1.9482937666157416,1.2240838796043638,1.9093611310216727,1.5570788834311222,1.739435962782767,1.9720782881159968,1.5591245413523638,1.6984419552771932,1.6671988946118608,1.861454821314087,1.7921435176356277,1.6039107412352136,1.937608976221821,1.5020975655062625,1.9883728611501372,1.9213642234156367,1.4254496559108467,1.7978245716205188,1.7193723932330067,1.9715194875430333,1.7867853930498556,1.4173721312955847,1.7793103277798688,1.5771809164714767,1.9013853631024427,1.8485377563725047,1.3385906412170288,1.8211485647613659,1.5061700720077014,1.7885301393072375,1.8199766393017696,1.320576682506934,1.7866109404023351,1.6389815035873068,2.0445070851641995,1.807824784838093,1.3462331834139385,1.8315544864225834,1.4934378637724588,1.8944866198856372,1.942719542265681
9,1.6892683582565844,1.6494535185714327,1.6223208883919988,2.064612752499853,2.0230010710163584,1.260593331452403,1.7472835053691531,1.7938551976814792,2.083012482449514,2.113440793050818,1.5133578986443394,1.7005280008190278,1.7564149764124408,2.0194882454321426,1.9742696839033982,1.5418977137510717,1.8784105406790406,1.6838821763037546,1.800708593951064,1.7881641043812313,1.453602683335034,1.6562338924808115,1.447340055262109,2.2311548861968937,2.1899585309651273,1.380685524298275,1.6152075045455776,1.5855694914587937,2.033853847432337,2.0745051044939435,1.5497309115540399,1.6621587725875109,1.6787119233983565,2.022129640818923,1.975293209816261,1.6012427911494826,1.6840159237344523,1.7164576475357411,2.049485691911319,2.030635685079508,1.3971654628532186,1.7752440627821167,1.6666032488925442,2.1174209323233506,1.962166833235107,1.5873309360667454,1.5494823947402492,1.7091848053040746,2.0503857277724746,2.1291226515412687
