,0,1,2,3,4
0,4.366666666666666,9.941379310344825,8.033333333333333,6.9655172413793105,5.868965517241379
1,4.1000000000000005,6.690804597701149,6.266666666666667,5.666666666666667,8.850574712643677
2,5.864367816091954,3.5735632183908055,5.619540229885056,14.999999999999998,10.353448275862071
3,3.8310344827586205,7.633333333333332,4.316666666666666,4.771264367816091,5.0
4,3.666666666666666,3.811494252873562,5.260919540229884,10.949425287356322,4.214942528735631
5,5.466666666666666,4.766666666666666,3.633333333333333,5.255172413793102,6.0747126436781596
6,6.455172413793104,4.386206896551724,3.154022988505747,8.74022988505747,4.981609195402298
7,3.1804597701149424,4.5,4.566666666666666,3.236781609195402,8.432183908045978
8,3.088505747126436,4.8,4.814942528735631,3.999999999999999,10.103448275862071
9,4.999999999999999,7.266666666666665,7.358620689655173,6.133333333333333,4.277011494252873
