,0,1,2,3,4
0,7.234482758620689,7.885057471264367,6.393899204244032,8.129655172413791,8.359195402298848
1,5.726600985221674,4.195402298850574,5.0446998722860785,6.025925925925927,6.341133004926108
2,4.844827586206896,4.639162561576355,6.448275862068966,4.276190476190477,6.379310344827587
3,9.338095238095237,3.9655172413793105,5.144827586206896,7.137931034482759,7.1034482758620685
4,6.2666666666666675,5.9126436781609195,6.3356321839080465,5.862068965517241,5.235221674876848
5,6.81264367816092,5.3999999999999995,10.371428571428572,9.004597701149425,5.060919540229885
6,4.966666666666667,7.264367816091955,9.511494252873561,9.355172413793104,25.46666666666667
7,10.4,19.189655172413794,5.944827586206896,9.217241379310346,7.125287356321839
8,8.999999999999998,15.593103448275865,18.800000000000004,7.533333333333333,8.233333333333333
9,18.74827586206897,4.866666666666666,13.99655172413793,8.500000000000002,8.833333333333332
