,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,48.730769230769226,47.19230769230769,53.80769230769293,52.07692307692386,58.76923076923097,53.19230769230724,52.46153846153908,45.92307692307692,44.5,54.15384615384596,49.07692307692308,47.57692307692308,46.0,44.42307692307692,47.69230769230769,47.84615384615385,49.269230769230774,49.61538461538461,56.26923076923109
1,0.0,49.884615384615785,47.53846153846154,50.19230769230845,53.15384615384552,55.76923076923118,57.73076923076937,56.19230769230849,49.46153846153846,47.30769230769231,54.30769230769239,51.26923076923122,51.0,45.38461538461539,46.92307692307692,48.269230769230774,53.61538461538378,48.11538461538461,58.15384615384688,52.50000000000007
2,0.0,45.42307692307692,48.42307692307693,49.00000000000042,53.2692307692305,54.153846153846686,56.730769230769624,58.7307692307698,48.88461538461539,50.34615384615384,52.61538461538504,46.15384615384615,53.03846153846107,43.26923076923077,47.96153846153845,50.53846153846154,54.269230769230276,50.03846153846153,55.807692307692264,55.76923076923059
3,0.0,45.42307692307692,47.03846153846154,48.653846153843276,54.07692307692368,54.69230769230787,56.153846153846956,52.03846153846172,57.423076923077645,51.34615384615444,46.92307692307692,45.88461538461539,52.923076923076586,46.53846153846154,48.07692307692308,47.84615384615384,54.46153846153902,50.03846153846155,55.99999999999927,54.73076923076929
4,0.0,45.461538461539156,46.07692307692307,46.26923076922803,52.15384615384657,52.57692307692319,55.500000000000746,52.615384615384954,51.19230769230815,49.53846153846182,47.153846153846146,44.80769230769231,54.11538461538409,46.96153846153846,47.88461538461539,45.5,58.38461538461606,51.15384615384615,57.42307692307682,56.615384615384826
5,0.0,46.53846153846088,48.53846153846154,46.26923076922803,55.000000000000306,55.807692307692434,58.26923076923161,59.269230769231044,53.65384615384636,51.69230769230787,53.07692307692328,50.0,51.7307692307685,50.0,50.76923076923077,46.03846153846153,57.65384615384683,51.92307692307692,57.84615384615373,52.50000000000007
6,0.0,46.26923076923033,49.230769230769226,49.92307692307397,53.03846153846191,53.615384615384926,55.96153846153897,48.92307692307658,56.65384615384663,56.19230769230822,55.92307692307666,52.38461538461539,52.92307692307669,50.69230769230769,51.11538461538461,48.26923076923077,48.230769230769226,59.538461538461455,55.57692307692284,55.76923076923059
7,0.0,52.11538461538504,50.03846153846122,45.15384615384348,52.34615384615337,51.84615384615369,56.03846153846209,44.192307692307686,56.23076923076911,56.192307692308255,56.07692307692342,51.34615384615318,55.34615384615381,49.769230769230774,49.0,49.076923076923364,50.0,55.230769230769326,61.115384615384386,54.73076923076929
8,0.0,46.07692307692338,53.76923076923123,45.57692307692037,52.15384615384677,55.30769230769215,54.500000000000334,49.34615384615368,53.46153846153869,56.30769230769336,55.230769230770214,56.038461538461874,54.88461538461513,50.19230769230769,49.03846153846154,51.038461538462506,46.57692307692308,55.8461538461538,45.84615384615385,56.26923076923109
9,0.0,47.346153846153626,56.846153846154564,43.884615384612786,52.9230769230776,51.07692307692373,53.53846153846184,57.923076923077346,45.92307692307692,58.76923076923134,42.769230769230774,53.153846153847354,53.15384615384665,51.80769230769231,52.11538461538369,56.269230769231065,49.57692307692308,56.423076923077176,52.230769230768786,56.615384615384826
