,0,1,2,3,4
0,0.8853940886699507,0.8689285714285715,0.8811822660098522,0.8585714285714285,0.8806666666666667
1,0.8928571428571429,0.8869334975369458,0.8890270935960591,0.8763809523809524,0.8637931034482759
2,0.8975862068965517,0.8753940886699507,0.8806211180124224,0.8673152709359606,0.8324154589371981
3,0.9082758620689655,0.873690932311622,0.8797435897435897,0.8601282051282051,0.8697486772486772
4,0.8966794380587484,0.8837912087912088,0.8915833333333334,0.8741137566137567,0.8826600985221675
5,0.8895857142857143,0.8691666666666666,0.889867374005305,0.8516071428571428,0.858103448275862
6,0.8755357142857143,0.8852857142857143,0.8861813186813187,0.8726074074074075,0.8783743842364532
7,0.8988137931034482,0.8827428571428572,0.8805571428571428,0.8781318681318682,0.8699338624338624
8,0.9084,0.8660648148148148,0.892962962962963,0.875576923076923,0.8773076923076923
9,0.8900824175824176,0.8874537037037037,0.8883791208791209,0.8602666666666667,0.8540217391304348
