,0,1,2,3,4
0,11.068965517241379,12.509259259259258,10.950738916256158,14.535714285714285,14.69973544973545
1,11.142857142857142,11.981527093596059,11.678571428571425,13.59259259259259,12.724137931034482
2,9.594827586206897,11.500000000000002,11.905714285714284,12.149470899470899,15.09065934065934
3,10.288888888888888,13.169950738916256,10.992610837438423,12.969999999999999,12.541871921182267
4,11.571428571428573,12.888888888888888,10.32183908045977,12.678571428571429,12.775132275132274
5,10.757389162561575,12.481481481481481,11.970443349753694,12.87037037037037,13.084137931034482
6,10.75,13.442307692307692,12.355714285714287,14.242857142857142,12.34920634920635
7,9.656671664167916,12.602758620689656,11.814814814814815,11.783251231527094,12.785714285714286
8,10.357142857142854,12.714285714285715,11.720159151193636,12.874074074074073,14.040740740740741
9,10.821428571428571,10.236074270557028,11.638569604086845,12.214285714285715,12.473818646232438
