,0,1,2,3,4
0,6.811094452773613,9.664112388250318,10.071428571428571,8.373333333333333,9.364942528735632
1,4.931034482758621,5.535714285714285,6.512132822477652,6.773946360153257,6.028097062579822
2,4.545238095238095,6.452873563218391,6.310344827586206,7.464285714285714,7.083333333333333
3,5.2476190476190485,8.7,13.747619047619049,5.861904761904762,15.522988505747128
4,3.2881773399014786,4.829885057471264,6.365517241379311,8.023809523809526,4.4071428571428575
5,9.90344827586207,7.297619047619047,5.1,11.827586206896553,5.4523809523809526
6,3.3149425287356324,12.666666666666666,8.777011494252873,6.414285714285714,11.862068965517242
7,10.1,6.863218390804597,4.910344827586206,11.840229885057472,4.9528735632183905
8,5.8,6.466666666666667,7.022988505747126,13.179310344827588,10.252873563218392
9,5.2,3.3,5.433333333333334,14.402298850574713,4.8999999999999995
