,0,1,2,3,4
0,11.711428571428572,12.14102564102564,11.432266009852217,12.787994891443168,14.24005305039788
1,10.286079182630905,10.808429118773946,11.7330779054917,13.544061302681992,13.048717948717947
2,11.08241758241758,10.833103448275862,11.910714285714285,14.184065934065934,15.837037037037033
3,11.034482758620689,13.161375661375661,13.1994301994302,13.976190476190478,15.634259259259258
4,10.564814814814817,10.425714285714283,12.432857142857141,12.524285714285712,12.253333333333334
5,10.701591511936337,12.82142857142857,11.843167701863356,13.589999999999998,14.423076923076925
6,11.334814814814814,12.228965517241381,14.01799100449775,14.877616747181962,14.601648351648352
7,10.176724137931036,12.470238095238097,12.375,12.105015673981192,13.800925925925926
8,11.001552795031056,13.32142857142857,12.204285714285714,14.388305847076463,14.684444444444445
9,11.892857142857144,11.187739463601533,12.042857142857141,13.56547619047619,15.280193236714975
