,0,1,2,3,4
0,0.9563333333333334,0.9005862068965518,0.9196666666666666,0.930344827586207,0.9413103448275862
1,0.959,0.9330919540229885,0.9373333333333334,0.9433333333333334,0.9114942528735632
2,0.9413563218390805,0.9642643678160919,0.9438045977011494,0.85,0.8964655172413794
3,0.9616896551724138,0.9236666666666666,0.9568333333333333,0.9522873563218391,0.95
4,0.9633333333333334,0.9618850574712644,0.9473908045977012,0.8905057471264368,0.9578505747126437
5,0.9453333333333334,0.9523333333333334,0.9636666666666667,0.947448275862069,0.9392528735632184
6,0.935448275862069,0.9561379310344827,0.9684597701149426,0.9125977011494253,0.9501839080459771
7,0.9681954022988506,0.955,0.9543333333333334,0.967632183908046,0.9156781609195402
8,0.9691149425287356,0.952,0.9518505747126437,0.96,0.8989655172413793
9,0.95,0.9273333333333333,0.9264137931034483,0.9386666666666666,0.9572298850574713
