,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.0,54.41628959276018,75.00641025641028,72.30769230769232,81.28846153846155,55.769230769230774,60.88942307692308,80.37179487179488,79.12820512820514,77.7948717948718,38.10989010989011,71.17307692307693,71.76923076923077,72.64835164835165,86.06410256410257,51.23076923076923,68.67948717948718,86.06410256410257,66.07692307692307,82.46153846153848,47.16410256410256,71.66025641025641,81.0769230769231,81.80419580419581,89.32167832167833,59.06043956043956,73.76923076923077,80.46153846153847,75.97435897435898,86.56643356643357,59.69230769230769,72.69230769230771,72.58333333333334,71.61538461538463,82.99358974358975,56.83974358974359,68.7076923076923,71.24102564102564,82.83216783216784,87.93589743589743,50.323076923076925,62.07692307692308,74.92307692307693,80.5769230769231,86.30769230769232,59.86538461538461,75.43356643356644,82.06410256410257,85.16783216783217,88.0,33.55769230769231,62.307692307692314,77.69230769230771,78.92307692307693,91.56643356643357
1,54.41628959276018,0.0,64.32843137254903,65.79411764705883,73.6029411764706,52.03361344537815,40.481617647058826,66.6078431372549,70.14705882352942,72.94117647058823,49.6890756302521,47.74019607843137,61.8868778280543,64.68067226890756,82.19607843137256,55.873303167420815,48.15686274509804,76.35294117647058,64.56302521008404,74.23529411764707,47.97254901960784,57.4656862745098,65.88235294117648,77.27272727272728,83.16042780748663,48.936974789915965,49.352941176470594,65.72850678733032,67.38235294117646,79.98395721925135,55.61085972850679,52.48039215686275,67.2892156862745,65.79638009049773,77.39705882352942,52.818627450980394,45.325490196078434,64.35294117647058,76.02673796791444,81.69607843137256,50.83529411764706,48.71764705882353,72.3076923076923,77.44117647058823,76.58823529411765,65.6029411764706,60.24064171122995,68.5392156862745,83.524064171123,82.69607843137254,56.93627450980392,28.217194570135746,66.57918552036199,70.65158371040724,88.49197860962568
2,75.00641025641028,64.32843137254903,0.0,77.41666666666667,70.0,70.5595238095238,69.5625,53.41666666666667,85.41666666666667,78.25,71.8452380952381,75.16666666666667,47.8525641025641,76.98809523809524,85.25,62.1474358974359,78.75,46.41666666666667,78.86904761904762,76.86538461538461,70.91666666666667,79.16666666666667,52.660256410256416,83.8409090909091,77.31060606060606,81.01190476190476,78.37820512820514,59.17307692307693,78.08333333333334,75.6590909090909,75.18589743589743,79.58333333333334,54.833333333333336,77.31410256410257,74.5,73.33333333333334,78.81666666666666,46.78333333333333,88.94696969696969,75.75,61.25,71.85,42.68589743589744,78.08333333333333,81.71153846153848,68.66666666666666,88.93181818181819,59.91666666666667,84.76515151515152,77.41666666666667,77.66666666666667,75.30128205128204,32.378205128205124,80.76282051282051,85.20454545454545
3,72.30769230769232,65.79411764705883,77.41666666666667,0.0,78.08333333333334,68.11904761904762,67.6875,74.16666666666666,58.833333333333336,81.66666666666667,69.11904761904762,73.08333333333334,71.11538461538461,44.88095238095238,89.83333333333334,68.93589743589743,76.0,81.33333333333334,52.61904761904762,87.16666666666667,63.233333333333334,75.25,77.55128205128204,63.92424242424242,89.74242424242425,72.92857142857143,81.01282051282053,79.76923076923077,56.16666666666667,91.71212121212122,75.61538461538461,83.83333333333334,81.91666666666667,48.84615384615385,83.41666666666667,75.08333333333334,75.36666666666667,72.0,55.63636363636364,88.33333333333334,71.4,76.93333333333334,77.8974358974359,59.5,82.35897435897436,72.41666666666667,86.95454545454547,79.5,59.71212121212121,88.66666666666667,73.08333333333334,72.7051282051282,77.97435897435898,33.858974358974365,89.42424242424244
4,81.28846153846155,73.6029411764706,70.0,78.08333333333334,0.0,72.17857142857143,77.14583333333334,71.75,82.75,57.083333333333336,71.79761904761904,83.66666666666667,66.83974358974359,75.29761904761904,54.91666666666667,66.22435897435898,84.41666666666666,70.41666666666666,75.75,49.00641025641026,69.91666666666667,90.66666666666667,76.27564102564102,90.94696969696969,52.02272727272727,84.32142857142857,86.96794871794873,68.66025641025641,81.58333333333333,56.265151515151516,79.32692307692308,88.91666666666669,69.83333333333334,76.23717948717949,52.0,80.5,79.65,67.91666666666667,90.67424242424244,55.583333333333336,75.85,79.05,70.09615384615384,81.08333333333334,55.8525641025641,75.33333333333333,94.03787878787878,68.75,86.52272727272728,55.08333333333334,83.33333333333334,85.39102564102564,69.96794871794872,83.71153846153845,36.21969696969697
5,55.769230769230774,52.03361344537815,70.5595238095238,68.11904761904762,72.17857142857143,0.0,52.473214285714285,76.21428571428571,72.19047619047619,70.9047619047619,45.71428571428571,56.22619047619048,73.3076923076923,68.42857142857142,80.66666666666667,52.4065934065934,60.5,79.88095238095238,65.14285714285714,75.27472527472526,44.323809523809516,65.60714285714286,73.20879120879121,80.62337662337663,83.10389610389609,54.21428571428571,60.75824175824176,77.1098901098901,78.07142857142857,80.6103896103896,52.098901098901095,63.66666666666667,76.98809523809524,69.85714285714286,78.96428571428571,50.25,62.3142857142857,74.66666666666666,75.68831168831169,81.66666666666667,53.304761904761904,57.53333333333333,75.78021978021978,77.71428571428572,79.71428571428571,56.5595238095238,69.9090909090909,82.83333333333333,78.75324675324674,83.21428571428572,58.20238095238095,61.8021978021978,74.25274725274726,77.35164835164835,86.02597402597402
6,60.88942307692308,40.481617647058826,69.5625,67.6875,77.14583333333334,52.473214285714285,0.0,71.8125,71.47916666666667,69.89583333333334,53.90178571428571,49.35416666666667,67.86057692307692,64.29464285714285,85.72916666666667,59.07211538461539,47.145833333333336,81.85416666666667,68.97321428571429,80.19711538461539,52.5125,46.9375,70.57211538461539,80.9375,86.74431818181819,53.1875,51.66826923076923,67.90865384615385,72.97916666666667,83.55113636363637,55.84134615384616,45.97916666666667,71.3125,71.11057692307693,84.3125,51.895833333333336,44.729166666666664,68.49583333333334,80.32386363636364,85.0625,52.17916666666667,48.12083333333334,75.5144230769231,80.85416666666667,78.44711538461539,65.3125,56.84659090909091,74.47916666666667,85.71022727272728,84.77083333333334,63.10416666666667,49.85096153846153,72.53365384615384,72.96634615384616,89.32386363636364
7,80.37179487179488,66.6078431372549,53.41666666666667,74.16666666666666,71.75,76.21428571428571,71.8125,0.0,80.50000000000001,82.66666666666667,73.35714285714285,76.75,49.282051282051285,80.88095238095238,85.33333333333334,70.2051282051282,85.33333333333334,60.5,75.85714285714286,78.11538461538461,69.66666666666666,82.41666666666669,59.62820512820514,88.07575757575758,83.96969696969697,76.0,84.03846153846155,62.02564102564103,80.66666666666667,83.83333333333333,79.82051282051282,86.5,61.75,80.7948717948718,79.75,76.41666666666667,82.93333333333334,51.36666666666667,89.10606060606061,81.66666666666667,69.30000000000001,80.23333333333335,53.96153846153847,77.33333333333334,77.3974358974359,77.41666666666666,93.93939393939394,58.0,84.22727272727273,84.0,81.75,75.55128205128206,53.666666666666664,77.84615384615384,85.96969696969698
8,79.12820512820514,70.14705882352942,85.41666666666667,58.833333333333336,82.75,72.19047619047619,71.47916666666667,80.50000000000001,0.0,78.33333333333334,73.38095238095238,76.41666666666667,76.21794871794873,43.69047619047619,92.83333333333334,77.1923076923077,81.33333333333334,87.66666666666667,54.64285714285714,87.35897435897436,69.16666666666667,83.91666666666666,79.24358974358975,64.31818181818181,92.84848484848484,81.30952380952382,85.03846153846155,79.07692307692308,49.5,94.15151515151516,78.74358974358975,86.33333333333334,88.41666666666669,56.846153846153854,85.41666666666667,79.25,74.9,81.8,56.984848484848484,93.66666666666669,75.66666666666667,83.3,86.17948717948718,62.00000000000001,90.67948717948718,75.41666666666669,88.10606060606061,91.83333333333334,62.93939393939394,89.83333333333334,81.41666666666667,78.58974358974359,87.05128205128206,62.705128205128204,94.74242424242424
9,77.7948717948718,72.94117647058823,78.25,81.66666666666667,57.083333333333336,70.9047619047619,69.89583333333334,82.66666666666667,78.33333333333334,0.0,66.16666666666667,78.91666666666669,77.25641025641026,78.26190476190476,60.333333333333336,66.55128205128204,75.16666666666667,85.33333333333334,74.5,55.42307692307692,67.76666666666667,87.58333333333334,81.97435897435898,93.95454545454547,55.57575757575758,77.88095238095238,85.2948717948718,77.11538461538461,85.83333333333334,56.015151515151516,76.34615384615384,85.83333333333334,82.41666666666667,79.96153846153847,55.58333333333334,71.41666666666667,76.30000000000001,77.5,90.5,63.333333333333336,72.2,77.5,82.26923076923077,93.33333333333334,58.128205128205124,76.75,88.5,79.16666666666667,89.07575757575758,57.00000000000001,78.58333333333334,84.01282051282051,81.56410256410257,87.71794871794873,67.0909090909091
